Genoma 150, Vitórias X: 66, Vitórias O: 69, Draws: 15
Genoma 71589, Vitórias X: 43, Vitórias O: 49, Draws: 8
Genoma 71686, Vitórias X: 32, Vitórias O: 61, Draws: 7
Genoma 71783, Vitórias X: 46, Vitórias O: 49, Draws: 5
Genoma 71880, Vitórias X: 41, Vitórias O: 54, Draws: 5
Genoma 71977, Vitórias X: 38, Vitórias O: 60, Draws: 2
Genoma 72074, Vitórias X: 30, Vitórias O: 60, Draws: 10
Genoma 72171, Vitórias X: 44, Vitórias O: 52, Draws: 4
Genoma 72268, Vitórias X: 48, Vitórias O: 48, Draws: 4
Genoma 72365, Vitórias X: 37, Vitórias O: 59, Draws: 4
Genoma 72462, Vitórias X: 42, Vitórias O: 49, Draws: 9
Genoma 72559, Vitórias X: 35, Vitórias O: 61, Draws: 4
Genoma 72656, Vitórias X: 44, Vitórias O: 50, Draws: 6
Genoma 72753, Vitórias X: 44, Vitórias O: 53, Draws: 3
Genoma 72850, Vitórias X: 44, Vitórias O: 51, Draws: 5
Genoma 72947, Vitórias X: 37, Vitórias O: 59, Draws: 4
Genoma 73044, Vitórias X: 43, Vitórias O: 56, Draws: 1
Genoma 73141, Vitórias X: 44, Vitórias O: 51, Draws: 5
Genoma 73238, Vitórias X: 43, Vitórias O: 56, Draws: 1
Genoma 73335, Vitórias X: 44, Vitórias O: 53, Draws: 3
Genoma 73432, Vitórias X: 43, Vitórias O: 51, Draws: 6
Genoma 73529, Vitórias X: 48, Vitórias O: 49, Draws: 3
Genoma 73626, Vitórias X: 48, Vitórias O: 48, Draws: 4
Genoma 73723, Vitórias X: 47, Vitórias O: 50, Draws: 3
Genoma 73820, Vitórias X: 48, Vitórias O: 45, Draws: 7
Genoma 73917, Vitórias X: 34, Vitórias O: 58, Draws: 8
Genoma 74014, Vitórias X: 51, Vitórias O: 39, Draws: 10
Genoma 74111, Vitórias X: 48, Vitórias O: 45, Draws: 7
Genoma 74208, Vitórias X: 36, Vitórias O: 57, Draws: 7
Genoma 74305, Vitórias X: 41, Vitórias O: 53, Draws: 6
Genoma 74402, Vitórias X: 41, Vitórias O: 52, Draws: 7
Genoma 74499, Vitórias X: 43, Vitórias O: 49, Draws: 8
Genoma 74596, Vitórias X: 40, Vitórias O: 55, Draws: 5
Genoma 74693, Vitórias X: 39, Vitórias O: 55, Draws: 6
Genoma 74790, Vitórias X: 31, Vitórias O: 63, Draws: 6
Genoma 74887, Vitórias X: 36, Vitórias O: 59, Draws: 5
Genoma 74984, Vitórias X: 32, Vitórias O: 60, Draws: 8
Genoma 75081, Vitórias X: 36, Vitórias O: 64, Draws: 0
Genoma 75178, Vitórias X: 38, Vitórias O: 55, Draws: 7
Genoma 75275, Vitórias X: 45, Vitórias O: 54, Draws: 1
Genoma 75372, Vitórias X: 45, Vitórias O: 46, Draws: 9
Genoma 75469, Vitórias X: 41, Vitórias O: 52, Draws: 7
Genoma 75566, Vitórias X: 36, Vitórias O: 58, Draws: 6
Genoma 75663, Vitórias X: 44, Vitórias O: 48, Draws: 8
Genoma 75760, Vitórias X: 43, Vitórias O: 51, Draws: 6
Genoma 75857, Vitórias X: 43, Vitórias O: 50, Draws: 7
Genoma 75954, Vitórias X: 41, Vitórias O: 52, Draws: 7
Genoma 76051, Vitórias X: 38, Vitórias O: 53, Draws: 9
Genoma 76148, Vitórias X: 37, Vitórias O: 54, Draws: 9
Genoma 76245, Vitórias X: 36, Vitórias O: 57, Draws: 7
Genoma 76342, Vitórias X: 31, Vitórias O: 62, Draws: 7
Genoma 76439, Vitórias X: 35, Vitórias O: 58, Draws: 7
Genoma 76536, Vitórias X: 36, Vitórias O: 59, Draws: 5
Genoma 76633, Vitórias X: 34, Vitórias O: 56, Draws: 10
Genoma 76730, Vitórias X: 42, Vitórias O: 54, Draws: 4
Genoma 76827, Vitórias X: 44, Vitórias O: 50, Draws: 6
Genoma 76924, Vitórias X: 34, Vitórias O: 61, Draws: 5
Genoma 77021, Vitórias X: 35, Vitórias O: 61, Draws: 4
Genoma 77118, Vitórias X: 39, Vitórias O: 50, Draws: 11
Genoma 77215, Vitórias X: 30, Vitórias O: 66, Draws: 4
Genoma 77312, Vitórias X: 55, Vitórias O: 44, Draws: 1
Genoma 77409, Vitórias X: 42, Vitórias O: 49, Draws: 9
Genoma 77506, Vitórias X: 44, Vitórias O: 52, Draws: 4
Genoma 77603, Vitórias X: 36, Vitórias O: 56, Draws: 8
Genoma 77700, Vitórias X: 44, Vitórias O: 52, Draws: 4
Genoma 77797, Vitórias X: 35, Vitórias O: 58, Draws: 7
Genoma 77894, Vitórias X: 53, Vitórias O: 42, Draws: 5
Genoma 77991, Vitórias X: 51, Vitórias O: 44, Draws: 5
Genoma 78088, Vitórias X: 46, Vitórias O: 46, Draws: 8
Genoma 78185, Vitórias X: 38, Vitórias O: 54, Draws: 8
Genoma 78282, Vitórias X: 39, Vitórias O: 50, Draws: 11
Genoma 78379, Vitórias X: 35, Vitórias O: 60, Draws: 5
Genoma 78476, Vitórias X: 47, Vitórias O: 45, Draws: 8
Genoma 78573, Vitórias X: 42, Vitórias O: 57, Draws: 1
Genoma 78670, Vitórias X: 41, Vitórias O: 56, Draws: 3
Genoma 78767, Vitórias X: 47, Vitórias O: 43, Draws: 10
Genoma 78864, Vitórias X: 34, Vitórias O: 60, Draws: 6
Genoma 78961, Vitórias X: 47, Vitórias O: 48, Draws: 5
Genoma 79058, Vitórias X: 45, Vitórias O: 50, Draws: 5
Genoma 79155, Vitórias X: 42, Vitórias O: 52, Draws: 6
Genoma 79252, Vitórias X: 50, Vitórias O: 46, Draws: 4
Genoma 79349, Vitórias X: 37, Vitórias O: 57, Draws: 6
Genoma 79446, Vitórias X: 39, Vitórias O: 57, Draws: 4
Genoma 79543, Vitórias X: 47, Vitórias O: 48, Draws: 5
Genoma 79640, Vitórias X: 30, Vitórias O: 59, Draws: 11
Genoma 79737, Vitórias X: 50, Vitórias O: 44, Draws: 6
Genoma 79834, Vitórias X: 36, Vitórias O: 61, Draws: 3
Genoma 79931, Vitórias X: 39, Vitórias O: 59, Draws: 2
Genoma 80028, Vitórias X: 41, Vitórias O: 55, Draws: 4
Genoma 80125, Vitórias X: 34, Vitórias O: 62, Draws: 4
Genoma 80222, Vitórias X: 43, Vitórias O: 48, Draws: 9
Genoma 80319, Vitórias X: 35, Vitórias O: 60, Draws: 5
Genoma 80416, Vitórias X: 47, Vitórias O: 50, Draws: 3
Genoma 80513, Vitórias X: 47, Vitórias O: 46, Draws: 7
Genoma 80610, Vitórias X: 39, Vitórias O: 51, Draws: 10
Genoma 80707, Vitórias X: 43, Vitórias O: 51, Draws: 6
Genoma 80804, Vitórias X: 44, Vitórias O: 46, Draws: 10
Genoma 80901, Vitórias X: 48, Vitórias O: 47, Draws: 5
Genoma 80998, Vitórias X: 45, Vitórias O: 50, Draws: 5
Genoma 81095, Vitórias X: 44, Vitórias O: 48, Draws: 8
Genoma 81192, Vitórias X: 45, Vitórias O: 52, Draws: 3
Genoma 81289, Vitórias X: 49, Vitórias O: 48, Draws: 3
Genoma 81386, Vitórias X: 46, Vitórias O: 44, Draws: 10
Genoma 81483, Vitórias X: 39, Vitórias O: 54, Draws: 7
Genoma 81580, Vitórias X: 45, Vitórias O: 50, Draws: 5
Genoma 81677, Vitórias X: 40, Vitórias O: 54, Draws: 6
Genoma 81774, Vitórias X: 28, Vitórias O: 61, Draws: 11
Genoma 81871, Vitórias X: 47, Vitórias O: 52, Draws: 1
Genoma 81968, Vitórias X: 43, Vitórias O: 54, Draws: 3
Genoma 82065, Vitórias X: 51, Vitórias O: 42, Draws: 7
Genoma 82162, Vitórias X: 39, Vitórias O: 58, Draws: 3
Genoma 82259, Vitórias X: 37, Vitórias O: 53, Draws: 10
Genoma 82356, Vitórias X: 43, Vitórias O: 54, Draws: 3
Genoma 82453, Vitórias X: 41, Vitórias O: 48, Draws: 11
Genoma 82550, Vitórias X: 44, Vitórias O: 52, Draws: 4
Genoma 82647, Vitórias X: 43, Vitórias O: 52, Draws: 5
Genoma 82744, Vitórias X: 43, Vitórias O: 53, Draws: 4
Genoma 82841, Vitórias X: 50, Vitórias O: 47, Draws: 3
Genoma 82938, Vitórias X: 41, Vitórias O: 50, Draws: 9
Genoma 83035, Vitórias X: 44, Vitórias O: 52, Draws: 4
Genoma 83132, Vitórias X: 42, Vitórias O: 53, Draws: 5
Genoma 83229, Vitórias X: 46, Vitórias O: 52, Draws: 2
Genoma 83326, Vitórias X: 36, Vitórias O: 62, Draws: 2
Genoma 83423, Vitórias X: 42, Vitórias O: 52, Draws: 6
Genoma 83520, Vitórias X: 39, Vitórias O: 57, Draws: 4
Genoma 83617, Vitórias X: 44, Vitórias O: 50, Draws: 6
Genoma 83714, Vitórias X: 46, Vitórias O: 52, Draws: 2
Genoma 83811, Vitórias X: 43, Vitórias O: 54, Draws: 3
Genoma 83908, Vitórias X: 37, Vitórias O: 58, Draws: 5
Genoma 84005, Vitórias X: 39, Vitórias O: 54, Draws: 7
Genoma 84102, Vitórias X: 47, Vitórias O: 50, Draws: 3
Genoma 84199, Vitórias X: 44, Vitórias O: 56, Draws: 0
Genoma 84296, Vitórias X: 56, Vitórias O: 43, Draws: 1
Genoma 84393, Vitórias X: 39, Vitórias O: 56, Draws: 5
Genoma 84490, Vitórias X: 45, Vitórias O: 51, Draws: 4
Genoma 84587, Vitórias X: 42, Vitórias O: 53, Draws: 5
Genoma 84684, Vitórias X: 46, Vitórias O: 44, Draws: 10
Genoma 84781, Vitórias X: 37, Vitórias O: 58, Draws: 5
Genoma 84878, Vitórias X: 45, Vitórias O: 47, Draws: 8
Genoma 84975, Vitórias X: 42, Vitórias O: 54, Draws: 4
Genoma 85072, Vitórias X: 36, Vitórias O: 54, Draws: 10
Genoma 85169, Vitórias X: 34, Vitórias O: 66, Draws: 0
Genoma 85266, Vitórias X: 48, Vitórias O: 44, Draws: 8
Genoma 85363, Vitórias X: 41, Vitórias O: 50, Draws: 9
Genoma 85460, Vitórias X: 52, Vitórias O: 43, Draws: 5
Genoma 85557, Vitórias X: 30, Vitórias O: 66, Draws: 4
Genoma 85654, Vitórias X: 45, Vitórias O: 44, Draws: 11
Genoma 85751, Vitórias X: 46, Vitórias O: 45, Draws: 9
Genoma 85848, Vitórias X: 47, Vitórias O: 49, Draws: 4
Genoma 85945, Vitórias X: 44, Vitórias O: 49, Draws: 7
Genoma 86042, Vitórias X: 41, Vitórias O: 53, Draws: 6
Genoma 86139, Vitórias X: 40, Vitórias O: 55, Draws: 5
Genoma 86236, Vitórias X: 37, Vitórias O: 58, Draws: 5
Genoma 86333, Vitórias X: 39, Vitórias O: 58, Draws: 3
Genoma 86430, Vitórias X: 38, Vitórias O: 52, Draws: 10
Genoma 86527, Vitórias X: 39, Vitórias O: 52, Draws: 9
Genoma 86624, Vitórias X: 36, Vitórias O: 57, Draws: 7
Genoma 86721, Vitórias X: 45, Vitórias O: 51, Draws: 4
Genoma 86818, Vitórias X: 31, Vitórias O: 60, Draws: 9
Genoma 86915, Vitórias X: 39, Vitórias O: 57, Draws: 4
Genoma 87012, Vitórias X: 46, Vitórias O: 49, Draws: 5
Genoma 87109, Vitórias X: 35, Vitórias O: 55, Draws: 10
Genoma 87206, Vitórias X: 40, Vitórias O: 58, Draws: 2
Genoma 87303, Vitórias X: 44, Vitórias O: 52, Draws: 4
Genoma 87400, Vitórias X: 36, Vitórias O: 57, Draws: 7
Genoma 87497, Vitórias X: 49, Vitórias O: 45, Draws: 6
Genoma 87594, Vitórias X: 45, Vitórias O: 49, Draws: 6
Genoma 87691, Vitórias X: 46, Vitórias O: 50, Draws: 4
Genoma 87788, Vitórias X: 40, Vitórias O: 53, Draws: 7
Genoma 87885, Vitórias X: 41, Vitórias O: 51, Draws: 8
Genoma 87982, Vitórias X: 41, Vitórias O: 55, Draws: 4
Genoma 88079, Vitórias X: 41, Vitórias O: 56, Draws: 3
Genoma 88176, Vitórias X: 43, Vitórias O: 49, Draws: 8
Genoma 88273, Vitórias X: 33, Vitórias O: 65, Draws: 2
Genoma 88370, Vitórias X: 48, Vitórias O: 46, Draws: 6
Genoma 88467, Vitórias X: 44, Vitórias O: 46, Draws: 10
Genoma 88564, Vitórias X: 44, Vitórias O: 50, Draws: 6
Genoma 88661, Vitórias X: 33, Vitórias O: 62, Draws: 5
Genoma 88758, Vitórias X: 42, Vitórias O: 50, Draws: 8
Genoma 88855, Vitórias X: 48, Vitórias O: 47, Draws: 5
Genoma 88952, Vitórias X: 44, Vitórias O: 49, Draws: 7
Genoma 89049, Vitórias X: 36, Vitórias O: 57, Draws: 7
Genoma 89146, Vitórias X: 44, Vitórias O: 49, Draws: 7
Genoma 89243, Vitórias X: 42, Vitórias O: 51, Draws: 7
Genoma 89340, Vitórias X: 36, Vitórias O: 62, Draws: 2
Genoma 89437, Vitórias X: 33, Vitórias O: 64, Draws: 3
Genoma 89534, Vitórias X: 34, Vitórias O: 60, Draws: 6
Genoma 89631, Vitórias X: 34, Vitórias O: 60, Draws: 6
Genoma 89728, Vitórias X: 32, Vitórias O: 61, Draws: 7
Genoma 89825, Vitórias X: 38, Vitórias O: 58, Draws: 4
Genoma 89922, Vitórias X: 41, Vitórias O: 52, Draws: 7
Genoma 90019, Vitórias X: 35, Vitórias O: 64, Draws: 1
Genoma 90116, Vitórias X: 35, Vitórias O: 62, Draws: 3
Genoma 90213, Vitórias X: 33, Vitórias O: 58, Draws: 9
Genoma 90310, Vitórias X: 38, Vitórias O: 57, Draws: 5
Genoma 90407, Vitórias X: 40, Vitórias O: 59, Draws: 1
Genoma 90504, Vitórias X: 44, Vitórias O: 52, Draws: 4
Genoma 90601, Vitórias X: 37, Vitórias O: 58, Draws: 5
Genoma 90698, Vitórias X: 41, Vitórias O: 54, Draws: 5
Genoma 90795, Vitórias X: 32, Vitórias O: 59, Draws: 9
Genoma 90892, Vitórias X: 45, Vitórias O: 46, Draws: 9
Genoma 90989, Vitórias X: 36, Vitórias O: 61, Draws: 3
Genoma 91086, Vitórias X: 41, Vitórias O: 54, Draws: 5
Genoma 91183, Vitórias X: 41, Vitórias O: 56, Draws: 3
Genoma 91280, Vitórias X: 38, Vitórias O: 52, Draws: 10
Genoma 91377, Vitórias X: 41, Vitórias O: 58, Draws: 1
Genoma 91474, Vitórias X: 31, Vitórias O: 63, Draws: 6
Genoma 91571, Vitórias X: 47, Vitórias O: 46, Draws: 7
Genoma 91668, Vitórias X: 43, Vitórias O: 53, Draws: 4
Genoma 91765, Vitórias X: 35, Vitórias O: 61, Draws: 4
Genoma 91862, Vitórias X: 41, Vitórias O: 51, Draws: 8
Genoma 91959, Vitórias X: 42, Vitórias O: 49, Draws: 9
Genoma 92056, Vitórias X: 43, Vitórias O: 45, Draws: 12
Genoma 92153, Vitórias X: 40, Vitórias O: 54, Draws: 6
Genoma 92250, Vitórias X: 43, Vitórias O: 53, Draws: 4
Genoma 92347, Vitórias X: 37, Vitórias O: 62, Draws: 1
Genoma 92444, Vitórias X: 40, Vitórias O: 50, Draws: 10
Genoma 92541, Vitórias X: 42, Vitórias O: 51, Draws: 7
Genoma 92638, Vitórias X: 41, Vitórias O: 50, Draws: 9
Genoma 92735, Vitórias X: 33, Vitórias O: 57, Draws: 10
Genoma 92832, Vitórias X: 46, Vitórias O: 51, Draws: 3
Genoma 92929, Vitórias X: 41, Vitórias O: 53, Draws: 6
Genoma 93026, Vitórias X: 33, Vitórias O: 58, Draws: 9
Genoma 93123, Vitórias X: 33, Vitórias O: 56, Draws: 11
Genoma 93220, Vitórias X: 35, Vitórias O: 57, Draws: 8
Genoma 93317, Vitórias X: 39, Vitórias O: 58, Draws: 3
Genoma 93414, Vitórias X: 42, Vitórias O: 56, Draws: 2
Genoma 93511, Vitórias X: 46, Vitórias O: 46, Draws: 8
Genoma 93608, Vitórias X: 40, Vitórias O: 58, Draws: 2
Genoma 93705, Vitórias X: 32, Vitórias O: 62, Draws: 6
Genoma 93802, Vitórias X: 35, Vitórias O: 58, Draws: 7
Genoma 93899, Vitórias X: 43, Vitórias O: 53, Draws: 4
Genoma 93996, Vitórias X: 33, Vitórias O: 63, Draws: 4
Genoma 94093, Vitórias X: 40, Vitórias O: 52, Draws: 8
Genoma 94190, Vitórias X: 44, Vitórias O: 52, Draws: 4
Genoma 94287, Vitórias X: 39, Vitórias O: 54, Draws: 7
Genoma 94384, Vitórias X: 33, Vitórias O: 63, Draws: 4
Genoma 94481, Vitórias X: 29, Vitórias O: 63, Draws: 8
Genoma 94578, Vitórias X: 44, Vitórias O: 53, Draws: 3
Genoma 94675, Vitórias X: 39, Vitórias O: 57, Draws: 4
Genoma 94772, Vitórias X: 47, Vitórias O: 49, Draws: 4
Genoma 94869, Vitórias X: 33, Vitórias O: 59, Draws: 8
Genoma 94966, Vitórias X: 36, Vitórias O: 55, Draws: 9
Genoma 95063, Vitórias X: 40, Vitórias O: 52, Draws: 8
Genoma 95160, Vitórias X: 33, Vitórias O: 64, Draws: 3
Genoma 95257, Vitórias X: 47, Vitórias O: 47, Draws: 6
Genoma 95354, Vitórias X: 37, Vitórias O: 54, Draws: 9
Genoma 95451, Vitórias X: 33, Vitórias O: 61, Draws: 6
Genoma 95548, Vitórias X: 35, Vitórias O: 62, Draws: 3
Genoma 95645, Vitórias X: 35, Vitórias O: 60, Draws: 5
Genoma 95742, Vitórias X: 41, Vitórias O: 52, Draws: 7
Genoma 95839, Vitórias X: 45, Vitórias O: 49, Draws: 6
Genoma 95936, Vitórias X: 39, Vitórias O: 54, Draws: 7
Genoma 96033, Vitórias X: 42, Vitórias O: 52, Draws: 6
Genoma 96130, Vitórias X: 43, Vitórias O: 56, Draws: 1
Genoma 96227, Vitórias X: 42, Vitórias O: 53, Draws: 5
Genoma 96324, Vitórias X: 42, Vitórias O: 53, Draws: 5
Genoma 96421, Vitórias X: 38, Vitórias O: 57, Draws: 5
Genoma 96518, Vitórias X: 30, Vitórias O: 65, Draws: 5
Genoma 96615, Vitórias X: 43, Vitórias O: 54, Draws: 3
Genoma 96712, Vitórias X: 45, Vitórias O: 46, Draws: 9
Genoma 96809, Vitórias X: 40, Vitórias O: 55, Draws: 5
Genoma 96906, Vitórias X: 35, Vitórias O: 61, Draws: 4
Genoma 97003, Vitórias X: 38, Vitórias O: 59, Draws: 3
Genoma 97100, Vitórias X: 34, Vitórias O: 58, Draws: 8
Genoma 97197, Vitórias X: 32, Vitórias O: 60, Draws: 8
Genoma 97294, Vitórias X: 36, Vitórias O: 58, Draws: 6
Genoma 97391, Vitórias X: 35, Vitórias O: 62, Draws: 3
Genoma 97488, Vitórias X: 43, Vitórias O: 52, Draws: 5
Genoma 97585, Vitórias X: 33, Vitórias O: 62, Draws: 5
Genoma 97682, Vitórias X: 35, Vitórias O: 59, Draws: 6
Genoma 97779, Vitórias X: 35, Vitórias O: 60, Draws: 5
Genoma 97876, Vitórias X: 32, Vitórias O: 62, Draws: 6
Genoma 97973, Vitórias X: 38, Vitórias O: 57, Draws: 5
Genoma 98070, Vitórias X: 47, Vitórias O: 47, Draws: 6
Genoma 98167, Vitórias X: 46, Vitórias O: 50, Draws: 4
Genoma 98264, Vitórias X: 36, Vitórias O: 60, Draws: 4
Genoma 98361, Vitórias X: 32, Vitórias O: 63, Draws: 5
Genoma 98458, Vitórias X: 43, Vitórias O: 52, Draws: 5
Genoma 98555, Vitórias X: 39, Vitórias O: 51, Draws: 10
Genoma 98652, Vitórias X: 39, Vitórias O: 53, Draws: 8
Genoma 98749, Vitórias X: 44, Vitórias O: 51, Draws: 5
Genoma 98846, Vitórias X: 47, Vitórias O: 51, Draws: 2
Genoma 98943, Vitórias X: 50, Vitórias O: 46, Draws: 4
Genoma 99040, Vitórias X: 43, Vitórias O: 51, Draws: 6
Genoma 99137, Vitórias X: 42, Vitórias O: 55, Draws: 3
Genoma 99234, Vitórias X: 35, Vitórias O: 60, Draws: 5
Genoma 99331, Vitórias X: 36, Vitórias O: 56, Draws: 8
Genoma 99428, Vitórias X: 37, Vitórias O: 59, Draws: 4
Genoma 99525, Vitórias X: 38, Vitórias O: 60, Draws: 2
Genoma 99622, Vitórias X: 37, Vitórias O: 57, Draws: 6
Genoma 99719, Vitórias X: 42, Vitórias O: 57, Draws: 1
Genoma 99816, Vitórias X: 38, Vitórias O: 57, Draws: 5
Genoma 99913, Vitórias X: 40, Vitórias O: 55, Draws: 5
Genoma 100010, Vitórias X: 34, Vitórias O: 62, Draws: 4
Genoma 100107, Vitórias X: 45, Vitórias O: 51, Draws: 4
Genoma 100204, Vitórias X: 47, Vitórias O: 49, Draws: 4
Genoma 100301, Vitórias X: 40, Vitórias O: 53, Draws: 7
Genoma 100398, Vitórias X: 34, Vitórias O: 58, Draws: 8
Genoma 100495, Vitórias X: 44, Vitórias O: 49, Draws: 7
Genoma 100592, Vitórias X: 36, Vitórias O: 54, Draws: 10
Genoma 100689, Vitórias X: 42, Vitórias O: 56, Draws: 2
Genoma 100786, Vitórias X: 40, Vitórias O: 50, Draws: 10
Genoma 100883, Vitórias X: 47, Vitórias O: 48, Draws: 5
Genoma 100980, Vitórias X: 41, Vitórias O: 55, Draws: 4
Genoma 101077, Vitórias X: 38, Vitórias O: 58, Draws: 4
Genoma 101174, Vitórias X: 35, Vitórias O: 50, Draws: 15
Genoma 101271, Vitórias X: 40, Vitórias O: 52, Draws: 8
Genoma 101368, Vitórias X: 38, Vitórias O: 58, Draws: 4
Genoma 101465, Vitórias X: 45, Vitórias O: 50, Draws: 5
Genoma 101562, Vitórias X: 37, Vitórias O: 56, Draws: 7
Genoma 101659, Vitórias X: 38, Vitórias O: 58, Draws: 4
Genoma 101756, Vitórias X: 39, Vitórias O: 56, Draws: 5
Genoma 101853, Vitórias X: 37, Vitórias O: 58, Draws: 5
Genoma 101950, Vitórias X: 42, Vitórias O: 51, Draws: 7
Genoma 102047, Vitórias X: 35, Vitórias O: 62, Draws: 3
Genoma 102144, Vitórias X: 38, Vitórias O: 57, Draws: 5
Genoma 102241, Vitórias X: 38, Vitórias O: 56, Draws: 6
Genoma 102338, Vitórias X: 43, Vitórias O: 53, Draws: 4
Genoma 102435, Vitórias X: 46, Vitórias O: 53, Draws: 1
Genoma 102532, Vitórias X: 41, Vitórias O: 54, Draws: 5
Genoma 102629, Vitórias X: 39, Vitórias O: 54, Draws: 7
Genoma 102726, Vitórias X: 38, Vitórias O: 55, Draws: 7
Genoma 102823, Vitórias X: 32, Vitórias O: 59, Draws: 9
Genoma 102920, Vitórias X: 33, Vitórias O: 55, Draws: 12
Genoma 103017, Vitórias X: 40, Vitórias O: 55, Draws: 5
Genoma 103114, Vitórias X: 32, Vitórias O: 65, Draws: 3
Genoma 103211, Vitórias X: 37, Vitórias O: 57, Draws: 6
Genoma 103308, Vitórias X: 34, Vitórias O: 58, Draws: 8
Genoma 103405, Vitórias X: 27, Vitórias O: 63, Draws: 10
Genoma 103502, Vitórias X: 32, Vitórias O: 60, Draws: 8
Genoma 103599, Vitórias X: 36, Vitórias O: 61, Draws: 3
Genoma 103696, Vitórias X: 35, Vitórias O: 57, Draws: 8
Genoma 103793, Vitórias X: 47, Vitórias O: 47, Draws: 6
Genoma 103890, Vitórias X: 40, Vitórias O: 57, Draws: 3
Genoma 103987, Vitórias X: 44, Vitórias O: 51, Draws: 5
Genoma 104084, Vitórias X: 30, Vitórias O: 63, Draws: 7
Genoma 104181, Vitórias X: 38, Vitórias O: 57, Draws: 5
Genoma 104278, Vitórias X: 36, Vitórias O: 57, Draws: 7
Genoma 104375, Vitórias X: 51, Vitórias O: 42, Draws: 7
Genoma 104472, Vitórias X: 35, Vitórias O: 59, Draws: 6
Genoma 104569, Vitórias X: 44, Vitórias O: 52, Draws: 4
Genoma 104666, Vitórias X: 36, Vitórias O: 57, Draws: 7
Genoma 104763, Vitórias X: 46, Vitórias O: 49, Draws: 5
Genoma 104860, Vitórias X: 44, Vitórias O: 47, Draws: 9
Genoma 104957, Vitórias X: 40, Vitórias O: 57, Draws: 3
Genoma 105054, Vitórias X: 44, Vitórias O: 50, Draws: 6
Genoma 105151, Vitórias X: 37, Vitórias O: 60, Draws: 3
Genoma 105248, Vitórias X: 31, Vitórias O: 60, Draws: 9
Genoma 105345, Vitórias X: 48, Vitórias O: 44, Draws: 8
Genoma 105442, Vitórias X: 40, Vitórias O: 56, Draws: 4
Genoma 105539, Vitórias X: 37, Vitórias O: 55, Draws: 8
Genoma 105636, Vitórias X: 38, Vitórias O: 54, Draws: 8
Genoma 105733, Vitórias X: 45, Vitórias O: 52, Draws: 3
Genoma 105830, Vitórias X: 37, Vitórias O: 55, Draws: 8
Genoma 105927, Vitórias X: 51, Vitórias O: 47, Draws: 2
Genoma 106024, Vitórias X: 35, Vitórias O: 60, Draws: 5
Genoma 106121, Vitórias X: 39, Vitórias O: 56, Draws: 5
Genoma 106218, Vitórias X: 37, Vitórias O: 57, Draws: 6
Genoma 106315, Vitórias X: 34, Vitórias O: 63, Draws: 3
Genoma 106412, Vitórias X: 38, Vitórias O: 55, Draws: 7
Genoma 106509, Vitórias X: 36, Vitórias O: 60, Draws: 4
Genoma 106606, Vitórias X: 45, Vitórias O: 48, Draws: 7
Genoma 106703, Vitórias X: 41, Vitórias O: 54, Draws: 5
Genoma 106800, Vitórias X: 31, Vitórias O: 64, Draws: 5
Genoma 106897, Vitórias X: 40, Vitórias O: 54, Draws: 6
Genoma 106994, Vitórias X: 41, Vitórias O: 52, Draws: 7
Genoma 107091, Vitórias X: 36, Vitórias O: 56, Draws: 8
Genoma 107188, Vitórias X: 38, Vitórias O: 58, Draws: 4
Genoma 107285, Vitórias X: 43, Vitórias O: 52, Draws: 5
Genoma 107382, Vitórias X: 39, Vitórias O: 55, Draws: 6
Genoma 107479, Vitórias X: 46, Vitórias O: 51, Draws: 3
Genoma 107576, Vitórias X: 35, Vitórias O: 58, Draws: 7
Genoma 107673, Vitórias X: 48, Vitórias O: 49, Draws: 3
Genoma 107770, Vitórias X: 35, Vitórias O: 61, Draws: 4
Genoma 107867, Vitórias X: 46, Vitórias O: 48, Draws: 6
Genoma 107964, Vitórias X: 36, Vitórias O: 53, Draws: 11
Genoma 108061, Vitórias X: 37, Vitórias O: 57, Draws: 6
Genoma 108158, Vitórias X: 37, Vitórias O: 59, Draws: 4
Genoma 108255, Vitórias X: 38, Vitórias O: 57, Draws: 5
Genoma 108352, Vitórias X: 34, Vitórias O: 57, Draws: 9
Genoma 108449, Vitórias X: 44, Vitórias O: 51, Draws: 5
Genoma 108546, Vitórias X: 52, Vitórias O: 40, Draws: 8
Genoma 108643, Vitórias X: 27, Vitórias O: 67, Draws: 6
Genoma 108740, Vitórias X: 42, Vitórias O: 52, Draws: 6
Genoma 108837, Vitórias X: 40, Vitórias O: 54, Draws: 6
Genoma 108934, Vitórias X: 46, Vitórias O: 49, Draws: 5
Genoma 109031, Vitórias X: 34, Vitórias O: 55, Draws: 11
Genoma 109128, Vitórias X: 40, Vitórias O: 56, Draws: 4
Genoma 109225, Vitórias X: 40, Vitórias O: 53, Draws: 7
Genoma 109322, Vitórias X: 45, Vitórias O: 50, Draws: 5
Genoma 109419, Vitórias X: 31, Vitórias O: 59, Draws: 10
Genoma 109516, Vitórias X: 42, Vitórias O: 54, Draws: 4
Genoma 109613, Vitórias X: 44, Vitórias O: 52, Draws: 4
Genoma 109710, Vitórias X: 44, Vitórias O: 50, Draws: 6
Genoma 109807, Vitórias X: 42, Vitórias O: 53, Draws: 5
Genoma 109904, Vitórias X: 39, Vitórias O: 59, Draws: 2
Genoma 110001, Vitórias X: 36, Vitórias O: 58, Draws: 6
Genoma 110098, Vitórias X: 38, Vitórias O: 60, Draws: 2
Genoma 110195, Vitórias X: 39, Vitórias O: 56, Draws: 5
